0.000330377	0.15	0	0	0
0.100355	0.15	0	0	0
0.201622	0.15	0	0	0
0.301532	0.15	0	0	0
0.402731	0.15	0	0	0
0.504483	0.15	0	0	0
0.600315	0.15	0.000613889	0	0.00245555
0.700734	0.15	0.00382014	0	0.00790048
0.80059	0.15	0.0123824	0	0.00941394
0.900508	0.15	0.0115338	0	0.01098
1.00059	0.15	0.00738197	0	0.00888522
1.10047	0.15	0.00712672	0	-0.00772889
1.20039	0.15	0.00776863	0	-0.00907657
1.3011	0.15	0.00671361	0	-0.00485649
1.40035	0.15	0.0154669	0	-0.0460394
1.50048	0.15	-0.00176923	0	0.022905
1.60045	0.15	0.00211599	0	-0.00245765
1.70139	0.15	0.00471098	0	0.00303913
1.80107	0.15	0.00563308	0	0.0115785
1.90104	0.15	0.00488118	0	0.013391
2.00049	0.15	0.00397174	0	0.00975329
2.10032	0.15	0.000610992	0	0.00244397
2.2003	0.15	0	0	0
2.30317	0.15	0	0	0
2.40155	0.15	0	0	0
2.50096	0.15	0	0	0
2.60111	0.15	0	0	0
2.70035	0.15	0	0	0
2.80078	0.15	0	0	0
2.90093	0.15	0	0	0
3.00084	0.15	0	0	0
3.10446	0.15	0	0	0
3.21959	0.15	0	0	0
3.30023	0.15	0	0	0
3.40105	0.15	0	0	0
3.50382	0.15	0	0	0
3.60083	0.15	0	0	0
3.70068	0.15	-0.000462465	0	-0.00184986
3.80145	0.15	-0.000462465	0	-0.00184986
3.90145	0.15	0.0006121	0	0.0024484
4.00253	0.15	0.00258417	0	0.00549187
4.10088	0.15	0.00395363	0	-4.39584e-07
4.20021	0.15	0.00320452	0	-0.0030439
4.30166	0.15	0.01452	0	0.0361028
4.40369	0.15	0.0119239	0	0.0367131
4.50125	0.15	0	0	0
4.60022	0.15	0	0	0
4.7011	0.15	0	0	0
4.80077	0.15	0	0	0
4.90046	0.15	0	0	0
