0.000174364	-1.23	-1.23	-1.23	-1.23
0.100484	0.2	0	0	0
0.200271	0.2	0	0	0
0.300292	0.2	0	0	0
0.400355	0.2	0.00183769	0	0.00122513
0.500445	0.2	0.0161115	0	0.00609536
0.605054	0.2	0.0278769	0	0.00699445
0.700715	0.2	0.0393562	0	0.00120253
0.801263	0.2	0.0428484	0	0.00365361
0.900492	0.2	0.0440366	0	0.0109419
1.0014	0.2	0.0446707	0	0.0112393
1.10118	0.2	0.0447477	0	0.00638101
1.20096	0.2	0.0459765	0	0.00395014
1.30046	0.2	0.0492958	0	0.00609428
1.40175	0.2	0.0484118	0	0.00424881
1.50046	0.2	0.0524831	0	0.00516352
1.60061	0.2	0.0542092	0	0.00794445
1.70041	0.2	0.0543754	0	0.00672013
1.80041	0.2	0.0524667	0	0.00823295
1.90054	0.2	0.0531589	0	0.0128033
2.0007	0.2	0.0566537	0	0.0149197
2.10077	0.2	0.0698446	0	0.0829248
2.20193	0.2	0.0618656	0	0.0559949
2.30094	0.2	0.0620048	0	0.0514105
2.40045	0.2	0.0542616	0	0.0130037
2.50035	0.2	0.0551474	0	0.0136125
2.60023	0.2	0.0519274	0	0.0121571
2.7018	0.2	0.0507434	0	0.0136895
2.80094	0.2	0.0546565	0	0.0112461
2.90162	0.2	0.0517831	0	0.0121472
3.00177	0.2	0.0520843	0	0.0145829
3.10153	0.2	0.055053	0	0.0127826
3.20033	0.2	0.0516801	0	0.0127767
3.30078	0.2	0.0538153	0	0.0115609
3.40155	0.2	0.0510554	0	0.0103405
3.50097	0.2	0.0554467	0	0.0127659
3.60324	0.2	0.0563976	0	0.0142698
3.7005	0.2	0.0568666	0	0.0127292
3.801	0.2	0.0576159	0	0.0143003
3.90026	0.2	0.0586711	0	0.0161335
4.00085	0.2	0.0662892	0	-0.0117897
4.1004	0.2	0.0489219	0	0.0395852
4.20039	0.2	0.0405797	0	0.0686921
4.30106	0.2	0.057273	0	0.0151978
4.40031	0.2	0.0579135	0	0.0148691
4.50129	0.2	0.0542243	0	0.0160703
4.60065	0.2	0.0534736	0	0.0148625
4.70033	0.2	0.052715	0	0.0129815
4.80053	0.2	0.0521658	0	0.0245475
4.90054	0.2	0.0341347	0	0.0787969
