0.000641345	0.25	-1.23	0	-1.23
0.100572	0.25	0	0	0
0.201105	0.25	0	0	0
0.300453	0.25	0	0	0
0.400575	0.25	0.0105033	0	0.0115677
0.500734	0.25	0.0403368	0	0.0247068
0.600314	0.25	0.0760043	0	0.0185742
0.701318	0.25	0.0948856	0	0.0173304
0.803575	0.25	0.0992975	0	0.0283437
0.90061	0.25	0.096668	0	0.027698
1.00078	0.25	0.0978058	0	0.0264573
1.10075	0.25	0.104792	0	0.0285819
1.2022	0.25	0.100452	0	0.0258593
1.30035	0.25	0.101496	0	0.0280187
1.40041	0.25	0.101101	0	0.0295283
1.50096	0.25	0.106817	0	0.0289416
1.60051	0.25	0.10671	0	0.0300763
1.70088	0.25	0.100828	0	0.0297812
1.80211	0.25	0.100708	0	0.0307714
1.90145	0.25	0.105548	0	0.029523
2.00029	0.25	0.103846	0	0.0276458
2.10052	0.25	0.0972329	0	0.0297839
2.20133	0.25	0.0984042	0	0.0288872
2.30038	0.25	0.105307	0	0.031897
2.40099	0.25	0.104682	0	0.0334285
2.50103	0.25	0.0981297	0	0.0313234
2.60056	0.25	0.0964245	0	0.0354202
2.70053	0.25	0.094902	0	0.0392791
2.80044	0.25	0.101431	0	0.0397447
2.9009	0.25	0.0961943	0	0.0372835
3.00132	0.25	0.0972701	0	0.0355349
3.10031	0.25	0.102615	0	0.0391888
3.2021	0.25	0.0999725	0	0.0431537
3.30052	0.25	0.0974802	0	0.0484108
3.40056	0.25	0.0961561	0	0.0486893
3.50682	0.25	0.0958459	0	0.0435381
3.60131	0.25	0.0918401	0	0.0402055
3.70075	0.25	0.0987757	0	0.0425064
3.80056	0.25	0.0928777	0	0.0433621
3.90112	0.25	0.0923273	0	0.0467625
4.00039	0.25	0.0954302	0	0.0477504
4.10044	0.25	0.0952857	0	0.0449731
4.20309	0.25	0.0968085	0	0.0465192
4.30144	0.25	0.0993886	0	0.0512058
4.40153	0.25	0.10167	0	0.0503479
4.50094	0.25	0.0964538	0	0.0441653
4.6004	0.25	0.0871512	0	0.00963779
4.70066	0.25	0.0944133	0	0.0135843
4.80087	0.25	0.102335	0	0.0492509
4.90105	0.25	0.0935181	0	0.0470999
