0.000248998	0.3	-1.23	0	-1.23
0.100283	0.3	0	0	0
0.200557	0.3	0	0	0
0.300421	0.3	0	0	0
0.400349	0.3	0	0	0
0.5011	0.3	0	0	0
0.600405	0.3	0.0348376	0	0.0282568
0.700678	0.3	0.0865951	0	0.0495116
0.800362	0.3	0.132778	0	0.0580792
0.900261	0.3	0.149166	0	0.0663685
1.0006	0.3	0.154775	0	0.068438
1.10036	0.3	0.149127	0	0.065723
1.20158	0.3	0.15102	0	0.0629903
1.30064	0.3	0.160314	0	0.0688828
1.40218	0.3	0.1594	0	0.0697051
1.50042	0.3	0.149543	0	0.0644439
1.60041	0.3	0.150742	0	0.0663909
1.70035	0.3	0.162389	0	0.0718335
1.80074	0.3	0.162304	0	0.0702507
1.9014	0.3	0.153731	0	0.067712
2.0005	0.3	0.153956	0	0.0690175
2.10328	0.3	0.161546	0	0.0667782
2.20043	0.3	0.160208	0	0.0643566
2.30107	0.3	0.15191	0	0.0597152
2.40081	0.3	0.152326	0	0.049125
2.5006	0.3	0.161581	0	0.0402876
2.6005	0.3	0.160491	0	0.0397537
2.70055	0.3	0.14877	0	0.0392284
2.80081	0.3	0.156077	0	0.0410124
2.90043	0.3	0.15692	0	0.040689
3.00082	0.3	0.157119	0	0.0404321
3.10261	0.3	0.148556	0	0.0340602
3.20136	0.3	0.158605	0	0.033456
3.30133	0.3	0.158534	0	0.0385934
3.40036	0.3	0.157146	0	0.0391772
3.5004	0.3	0.147339	0	0.0428686
3.60037	0.3	0.157831	0	0.0447496
3.70422	0.3	0.157655	0	0.0377356
3.80071	0.3	0.157093	0	0.0355634
3.90044	0.3	0.150351	0	0.0382648
4.0005	0.3	0.160622	0	0.0401241
4.10023	0.3	0.161075	0	0.0414004
4.20032	0.3	0.16104	0	0.0446927
4.30062	0.3	0.153111	0	0.0422227
4.40068	0.3	0.152613	0	0.039125
4.50053	0.3	0.161513	0	0.0433394
4.60041	0.3	0.161793	0	0.045009
4.7004	0.3	0.1524	0	0.0419353
4.80071	0.3	0.161405	0	0.0396165
4.90055	0.3	0.161673	0	0.0455548
